RK,PLAYER,POS,GP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,AVG,TTL
465,Will Shipley   PHI,RB,14,2.6,—,—,0.0,1.4,0.0,1.7,0.2,BYE,5.4,0.0,0.0,2.1,1.3,0.0,-0.7,0.2,1.0,14.2
466,Trayveon Williams   CLE,RB,6,—,—,—,—,—,—,—,—,BYE,0.0,0.9,—,—,0.0,2.7,9.5,1.0,2.4,14.1
467,Ray-Ray McCloud III   NYG,WR,6,8.1,0.0,4.0,0.3,—,—,—,—,1.5,0.0,—,—,—,BYE,—,—,—,2.3,13.9
468,Xavier Weaver   ARI,WR,8,—,—,—,0.0,—,—,0.0,BYE,0.0,—,3.5,1.9,0.0,—,—,3.9,4.4,1.7,13.7
469,Shedrick Jackson   LV,WR,4,—,—,—,—,—,—,0.0,BYE,—,—,—,—,—,9.5,0.0,—,4.0,3.4,13.5
470,Noah Brown   WAS,WR,4,4.7,1.9,—,—,—,—,—,—,—,—,—,BYE,—,2.9,3.8,—,—,3.3,13.3
470,Arian Smith   NYJ,WR,15,0.0,0.8,2.2,0.0,2.4,0.0,1.0,3.3,BYE,1.3,0.0,0.8,—,0.0,0.0,0.0,1.5,0.9,13.3
472,Josh Whyle   GB,TE,7,—,—,—,—,BYE,—,—,—,—,0.0,7.2,1.1,0.0,3.1,0.0,—,1.8,1.9,13.2
473,Austin Ekeler   WAS,RB,3,8.7,4.4,—,—,—,—,—,—,0.0,—,—,BYE,—,—,—,—,—,4.4,13.1
474,Michael Bandy   DEN,WR,4,—,—,—,—,—,—,—,—,0.6,0.0,—,BYE,—,—,9.0,—,3.4,3.3,13.0
475,Foster Moreau   NO,TE,11,—,—,—,—,0.0,1.9,0.0,0.0,0.0,3.6,BYE,0.0,3.3,2.6,0.0,1.5,—,1.2,12.9
475,Chris Oladokun   KC,QB,2,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,5.1,7.7,6.4,12.9
477,Charlie Woerner   ATL,TE,16,0.0,0.0,0.5,0.0,BYE,0.0,0.0,0.0,0.0,2.4,0.0,5.4,0.0,0.0,3.2,1.3,0.0,0.8,12.8
477,Alec Ingold   MIA,RB,16,1.1,3.3,0.0,0.0,0.0,3.5,0.0,1.0,0.0,0.6,0.0,BYE,0.0,0.0,1.4,1.9,0.0,0.8,12.8
479,Drew Ogletree   IND,TE,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,8.8,1.8,0.0,0.0,2.1,—,0.8,12.7
480,Grant Calcaterra   PHI,TE,14,0.0,1.6,0.0,2.6,3.8,—,—,0.0,BYE,0.0,0.0,1.8,0.0,0.0,1.4,0.0,1.3,0.9,12.5
481,Gage Larvadain   CLE,WR,12,—,—,—,—,0.0,4.2,0.0,0.3,BYE,0.0,0.0,0.0,2.3,3.8,1.8,0.0,0.0,1.0,12.4
482,Scotty Miller   PIT,WR,12,0.0,0.0,0.0,0.0,BYE,0.0,1.9,—,—,—,0.0,0.0,—,0.0,0.0,4.9,5.5,1.0,12.3
483,Stone Smartt   NYJ,TE,8,—,—,—,0.0,—,0.0,—,—,BYE,0.0,—,—,0.0,0.0,0.0,8.4,3.8,1.5,12.2
484,Efton Chism III   NE,WR,7,—,—,—,—,—,0.0,0.0,—,0.0,0.0,0.0,—,0.0,BYE,—,—,12.0,1.7,12.0
485,Darius Cooper   PHI,WR,12,0.0,0.0,0.0,—,—,—,—,0.0,BYE,0.0,0.0,2.7,0.0,2.9,4.9,0.0,1.4,1.0,11.9
486,KeAndre Lambert-Smith   LAC,WR,9,0.0,0.0,—,0.0,0.0,1.1,—,—,0.0,—,—,BYE,—,—,8.6,2.0,0.0,1.3,11.7
486,Trevor Etienne   CAR,RB,16,0.4,1.2,-2.0,3.3,3.9,1.7,0.0,1.6,0.0,0.0,0.2,0.0,1.4,BYE,0.0,0.0,0.0,0.7,11.7
488,Najee Harris   LAC,RB,3,2.0,6.8,2.8,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,3.9,11.6
489,Ryan Miller   NYG,WR,13,0.0,9.0,0.0,0.0,0.0,0.0,2.4,0.0,—,0.0,0.0,0.0,0.0,0.0,—,—,—,0.9,11.4
490,Dylan Drummond   ATL,WR,8,—,—,—,—,BYE,—,—,0.0,0.0,—,—,4.8,1.3,5.1,0.0,0.0,0.0,1.4,11.2
491,Anthony Firkser   DET,TE,6,—,—,—,—,—,—,—,BYE,—,—,—,0.0,1.4,1.7,0.0,8.0,0.0,1.8,11.1
492,James Proche II   TEN,WR,8,—,—,—,—,—,—,—,0.0,0.0,BYE,—,7.2,2.3,0.0,0.0,0.0,1.5,1.4,11.0
493,David Martin-Robinson   TEN,TE,14,0.0,—,0.0,—,0.0,7.1,0.0,0.0,0.0,BYE,0.0,0.0,0.0,1.6,0.0,0.0,1.9,0.8,10.6
494,Andy Dalton   CAR,QB,4,—,—,-0.1,6.3,—,—,2.2,2.1,—,—,—,—,—,BYE,—,—,—,2.6,10.5
495,Riley Leonard   IND,QB,4,—,—,—,—,—,—,—,0.1,—,—,BYE,—,—,11.3,—,0.0,-1.0,2.6,10.4
496,Robbie Chosen   WAS,WR,3,—,—,—,—,—,—,7.6,—,—,2.7,0.0,BYE,—,—,—,—,—,3.4,10.3
497,Quintin Morris   JAC,TE,12,—,0.0,—,0.0,0.0,0.0,—,BYE,—,0.0,2.1,0.0,2.4,0.0,4.0,1.5,0.0,0.8,10.0
498,Hassan Haskins   LAC,RB,12,0.0,0.0,0.0,0.0,2.5,3.3,2.5,—,0.0,0.0,—,BYE,—,0.0,—,1.4,0.0,0.8,9.7
498,Braxton Berrios   HOU,WR,4,—,—,—,—,—,BYE,0.9,8.8,0.0,0.0,—,—,—,—,—,—,—,2.4,9.7
498,Kenny Pickett   LV,QB,5,—,—,—,—,—,—,-1.7,BYE,—,0.0,—,—,—,8.5,2.3,—,0.6,1.9,9.7
498,Brittain Brown   CHI,RB,2,—,—,—,—,BYE,—,—,—,9.7,—,—,—,—,—,0.0,—,—,4.9,9.7
502,Josh Johnson   WAS,QB,4,—,—,—,—,—,—,—,—,—,0.0,0.0,BYE,—,—,—,0.7,8.9,2.4,9.6
503,Cedrick Wilson Jr.   MIA,WR,9,—,—,—,—,—,—,—,1.2,1.7,0.0,0.0,BYE,2.6,0.0,0.0,2.1,1.8,1.0,9.4
504,Kene Nwangwu   NYJ,RB,9,0.0,—,—,—,—,0.0,0.0,—,BYE,6.0,0.0,0.0,—,0.0,—,0.0,3.1,1.0,9.1
505,Kaleb Johnson   PIT,RB,10,-0.2,0.1,—,2.2,BYE,1.5,—,—,2.3,0.3,1.5,—,0.3,0.4,0.4,—,—,0.9,8.8
506,Dante Pettis   NO,WR,7,—,—,—,—,—,—,—,—,—,0.0,BYE,2.4,0.0,0.0,0.0,0.0,6.3,1.2,8.7
507,Albert Okwuegbunam Jr.   LV,TE,1,—,—,—,—,8.6,—,—,BYE,—,—,—,—,—,—,—,—,—,8.6,8.6
508,Jalin Hyatt   NYG,WR,8,—,—,0.0,0.0,0.0,4.7,0.0,—,0.0,—,3.8,—,—,BYE,0.0,—,—,1.1,8.5
509,Dee Eskridge   MIA,WR,13,1.9,1.8,0.0,0.0,0.0,0.0,4.5,0.0,0.0,—,—,BYE,0.0,0.0,0.0,0.0,—,0.6,8.2
510,Jaydon Blue   DAL,RB,4,—,—,—,—,0.7,0.0,4.4,2.9,—,BYE,—,—,—,—,—,—,—,2.0,8.0
511,Max Brosmer   MIN,QB,6,—,—,1.2,—,-0.1,BYE,—,0.5,—,—,—,—,0.9,—,—,1.8,3.6,1.3,7.9
511,C.J. Ham   MIN,RB,10,—,—,—,—,0.0,BYE,1.5,—,—,0.0,0.0,0.0,0.0,0.0,6.1,0.3,0.0,0.8,7.9
513,AJ Dillon   PHI,RB,6,1.0,1.9,0.0,1.7,1.2,2.0,—,—,BYE,—,—,—,—,—,—,—,—,1.3,7.8
514,Zamir White   LV,RB,4,0.8,3.3,3.3,—,—,—,—,BYE,—,—,—,—,—,—,—,—,0.2,1.9,7.6
514,Devin Culp   TB,TE,11,—,—,—,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.0,7.6,—,—,0.7,7.6
514,Austin Trammell   JAC,WR,6,—,—,—,—,—,—,—,BYE,0.0,5.3,2.3,0.0,0.0,0.0,—,—,—,1.3,7.6
514,Tom Kennedy   DET,WR,5,—,—,—,—,—,—,—,BYE,—,—,—,—,7.6,0.0,0.0,0.0,0.0,1.5,7.6
518,Brenden Bates   CLE,TE,8,—,—,—,0.0,4.3,—,0.0,—,BYE,—,0.0,0.0,—,—,0.0,0.0,2.9,0.9,7.2
518,Cam Akers   SEA,RB,3,—,—,1.9,—,5.3,—,—,BYE,—,—,—,—,—,—,—,—,0.0,2.4,7.2
520,Xavier Restrepo   TEN,WR,2,—,—,—,—,—,—,—,—,—,BYE,—,4.6,2.5,—,—,—,—,3.6,7.1
521,Mason Kinsey   TEN,WR,9,—,—,—,—,—,—,0.0,0.0,0.0,BYE,2.4,0.0,—,0.0,0.0,0.0,4.4,0.8,6.8
521,Dareke Young   SEA,WR,8,—,0.0,2.2,0.0,4.6,0.0,0.0,BYE,—,—,—,—,—,—,—,0.0,0.0,0.9,6.8
523,DJ Giddens   IND,RB,8,4.1,0.0,0.3,0.0,2.2,0.0,0.0,—,—,—,BYE,—,—,—,—,—,0.0,0.8,6.6
524,Durham Smythe   CHI,TE,16,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.0,1.8,1.4,0.0,1.2,0.0,0.0,2.1,0.4,6.5
525,Tahj Brooks   CIN,RB,12,0.0,0.0,1.7,0.0,—,—,0.0,0.0,0.1,BYE,0.5,0.5,—,—,0.0,0.7,2.9,0.5,6.4
526,Deven Thompkins   ATL,WR,6,—,—,—,—,BYE,0.0,—,—,—,—,—,—,4.8,1.4,0.0,0.0,0.0,1.0,6.2
527,Jalen Brooks   ARI,WR,5,—,—,—,—,0.0,—,—,BYE,—,—,—,—,—,5.2,0.9,0.0,0.0,1.2,6.1
527,Eric Saubert   SEA,TE,10,0.0,0.0,2.2,0.0,0.0,0.0,0.0,BYE,—,—,—,—,—,—,1.9,2.0,0.0,0.6,6.1
527,KhaDarel Hodge   ATL,WR,11,0.0,0.0,0.0,—,BYE,0.0,0.0,6.1,0.0,0.0,0.0,0.0,—,—,0.0,—,—,0.6,6.1
527,Joe Milton III   DAL,QB,3,—,—,0.6,—,—,—,—,6.3,—,BYE,—,—,—,—,—,-0.9,—,2.0,6.1
531,Justin Watson   HOU,WR,2,4.7,1.3,—,—,—,BYE,—,—,—,—,—,—,—,—,—,—,—,3.0,6.0
531,Charlie Jones   CIN,WR,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,BYE,0.0,0.0,0.0,0.0,0.0,—,—,0.4,6.0
533,James Mitchell   CAR,TE,4,—,—,—,3.7,2.1,0.0,—,—,—,—,—,—,0.0,BYE,—,—,—,1.5,5.8
534,Cooper Rush   BAL,QB,4,—,-0.4,—,2.1,4.2,-0.1,BYE,—,—,—,—,—,—,—,—,—,—,1.4,5.7
534,Dylan Laube   LV,RB,16,0.0,3.7,0.2,0.0,0.0,0.0,1.4,BYE,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,5.7
536,Tai Felton   MIN,WR,13,0.0,—,1.9,0.0,0.0,BYE,0.0,0.0,0.0,—,0.0,0.0,0.0,2.0,0.0,1.6,—,0.4,5.5
537,Evan Hull   NO,RB,5,—,—,—,—,—,—,—,—,—,—,BYE,—,1.5,2.0,1.2,0.3,0.3,1.1,5.3
538,Trey Lance   LAC,QB,3,—,—,—,—,2.9,—,—,—,—,—,1.6,BYE,0.8,—,—,—,—,1.7,5.2
539,Trent Sherfield Sr.   ARI,WR,12,1.3,1.3,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,—,—,—,0.0,0.0,—,—,0.4,5.1
540,Shane Zylstra   DET,TE,4,0.0,—,—,—,—,—,—,BYE,—,—,—,—,—,—,0.0,5.0,0.0,1.3,5.0
541,Tyler Goodson   IND,RB,10,—,—,0.6,1.0,—,—,—,0.2,1.8,0.4,BYE,0.0,0.0,0.0,0.0,0.9,—,0.5,4.9
542,Tip Reiman   ARI,TE,5,2.0,0.0,2.8,0.0,0.0,—,—,BYE,—,—,—,—,—,—,—,—,—,1.0,4.8
543,Devin Duvernay   CHI,WR,16,0.0,0.0,0.0,0.0,BYE,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.3,4.6
543,Ronnie Rivers   LAR,RB,6,—,—,—,—,—,—,0.0,BYE,—,—,—,—,0.0,4.1,0.0,0.0,0.5,0.8,4.6
543,Jordan Watkins   SF,WR,5,—,—,—,—,—,—,—,1.7,2.9,0.0,—,—,—,BYE,0.0,0.0,—,0.9,4.6
546,Corey Kiner   ARI,RB,3,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,1.1,3.2,0.2,1.5,4.5
546,Beaux Collins   NYG,WR,9,0.0,0.0,0.0,0.0,1.7,0.0,0.0,2.8,0.0,—,—,—,—,BYE,—,—,—,0.5,4.5
548,Tay Martin   WAS,WR,3,—,—,—,2.4,1.9,0.0,—,—,—,—,—,BYE,—,—,—,—,—,1.4,4.3
549,Nikko Remigio   KC,WR,14,0.0,3.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,—,0.0,0.0,—,0.3,4.2
549,Clyde Edwards-Helaire   KC,RB,2,—,—,—,—,—,—,—,—,0.5,BYE,—,3.7,—,—,—,—,—,2.1,4.2
551,Julius Chestnut   TEN,RB,16,0.2,0.0,2.6,0.0,0.3,0.0,0.0,0.5,0.0,BYE,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.3,4.0
551,Kylen Granson   PHI,TE,16,1.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.0
551,Jake Bobo   SEA,WR,10,—,0.0,0.0,2.7,0.0,0.0,1.3,BYE,—,—,—,0.0,—,0.0,0.0,—,0.0,0.4,4.0
551,Nathan Carter   ATL,RB,3,—,0.0,2.6,—,BYE,—,—,1.4,—,—,—,—,—,—,—,—,—,1.3,4.0
551,Jared Wayne   HOU,WR,1,—,—,—,—,—,BYE,—,4.0,—,—,—,—,—,—,—,—,—,4.0,4.0
556,Tucker Fisk   LAC,TE,10,—,—,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.7,0.0,BYE,0.0,—,—,—,—,0.4,3.9
557,Colson Yankoff   WAS,TE,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,—,—,0.0,1.4,BYE,2.4,0.0,0.0,—,0.0,0.3,3.8
558,Zaire Mitchell-Paden   NO,TE,8,0.0,0.0,0.0,0.0,1.3,0.0,—,—,—,2.4,BYE,0.0,—,—,—,—,—,0.5,3.7
559,Lucas Krull   DEN,TE,4,1.6,0.0,1.9,—,—,—,—,0.0,—,—,—,BYE,—,—,—,—,—,0.9,3.5
559,Jonathan Mingo   DAL,WR,5,—,—,—,—,—,—,—,—,—,BYE,—,0.0,—,0.0,3.5,0.0,0.0,0.7,3.5
561,Velus Jones Jr.   SEA,WR,6,0.0,—,0.0,0.0,0.0,—,—,BYE,—,—,—,—,—,3.2,0.0,—,—,0.5,3.2
561,Alex Bachman   LV,WR,12,0.0,0.0,0.0,—,1.9,0.0,0.0,BYE,0.0,0.0,—,0.0,0.0,—,—,1.3,0.0,0.3,3.2
561,Ben Sims   MIN,TE,8,—,—,—,—,—,0.0,—,—,—,0.0,—,0.0,0.0,1.9,0.0,0.0,1.3,0.4,3.2
564,Sal Cannella   CLE,TE,1,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,—,3.1,3.1,3.1
565,Moliki Matavao   NO,TE,5,0.0,0.0,—,0.0,—,—,—,—,—,—,BYE,—,—,—,—,0.0,3.0,0.6,3.0
566,Teddy Bridgewater   TB,QB,4,—,—,—,—,—,—,-0.1,0.0,BYE,—,-0.1,3.1,—,—,—,—,—,0.7,2.9
567,Andre Baccellia   ARI,WR,5,—,—,—,—,—,—,—,BYE,—,—,1.5,0.0,0.0,1.3,0.0,—,—,0.6,2.8
568,David Moore   CAR,WR,4,0.0,0.0,1.5,1.2,—,—,—,—,—,—,—,—,—,BYE,—,—,—,0.7,2.7
568,Harrison Bryant   HOU,TE,11,—,0.0,0.0,0.0,1.5,BYE,0.0,0.0,1.2,0.0,—,—,—,—,0.0,0.0,0.0,0.2,2.7
568,Ross Dwelley   DET,TE,10,—,—,0.0,0.0,0.0,0.0,0.0,BYE,—,0.0,0.0,0.0,1.3,1.4,—,—,—,0.3,2.7
568,Cam Grandy   CIN,TE,5,—,—,1.6,0.0,—,—,0.0,—,—,BYE,—,—,—,—,0.0,1.1,—,0.5,2.7
572,Dameon Pierce   KC,RB,4,0.5,—,—,—,2.1,—,—,0.0,—,0.0,—,—,—,—,—,—,—,0.7,2.6
572,Anthony Gould   IND,WR,11,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,—,—,BYE,0.0,0.0,1.3,—,—,—,0.2,2.6
572,Will Mallory   IND,TE,2,—,—,—,—,0.0,—,—,—,—,—,BYE,—,—,—,—,—,2.6,1.3,2.6
572,Tyson Bagent   CHI,QB,3,—,1.8,—,—,BYE,—,—,—,0.8,—,0.0,—,—,—,—,—,—,0.9,2.6
576,Tim Jones   JAC,WR,4,0.0,0.0,—,—,—,—,—,BYE,2.5,0.0,—,—,—,—,—,—,—,0.6,2.5
577,Blake Whiteheart   CLE,TE,15,0.0,0.0,0.0,0.0,0.0,1.0,1.4,0.0,BYE,0.0,—,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.4
577,Ty Chandler   MIN,RB,2,0.0,—,—,—,—,BYE,—,—,—,—,—,—,—,—,—,—,2.4,1.2,2.4
579,Mitchell Trubisky   BUF,QB,3,—,1.0,—,—,—,—,BYE,0.9,—,0.4,—,—,—,—,—,—,—,0.8,2.3
580,Anthony Richardson Sr.   IND,QB,2,—,—,-0.1,—,2.3,—,—,—,—,—,BYE,—,—,—,—,—,—,1.1,2.2
581,Payne Durham   TB,TE,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.1,2.1
581,DeeJay Dallas   JAC,RB,4,—,—,—,—,0.0,0.0,—,BYE,—,—,—,—,—,—,—,0.0,2.1,0.5,2.1
581,Pharaoh Brown   ARI,TE,6,—,—,—,—,—,—,—,BYE,—,—,0.0,0.0,0.0,0.0,2.1,0.0,—,0.4,2.1
584,Jacardia Wright   SEA,RB,1,—,—,2.0,—,—,—,—,BYE,—,—,—,—,—,—,—,—,—,2.0,2.0
585,Tanner McKee   PHI,QB,3,—,—,—,—,—,—,—,-0.2,BYE,—,—,—,—,—,2.2,-0.2,—,0.6,1.8
585,Bryce Oliver   TEN,WR,2,1.8,0.0,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,—,0.9,1.8
587,Roschon Johnson   CHI,RB,6,—,0.0,0.0,0.0,BYE,0.6,1.1,—,—,—,0.0,—,—,—,—,—,—,0.3,1.7
587,Chris Manhertz   NYG,TE,16,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.1,1.7
589,Josiah Deguara   ARI,TE,11,—,0.0,—,—,—,—,0.0,BYE,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.1,1.6
590,Ben Yurosek   MIN,TE,11,0.0,0.0,0.0,—,—,BYE,0.0,1.5,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.1,1.5
590,British Brooks   HOU,RB,12,—,—,—,0.0,1.5,BYE,0.0,0.0,0.0,0.0,—,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.5
592,Jelani Woods   NYJ,TE,5,—,0.0,—,—,—,—,—,0.0,BYE,—,—,—,—,—,0.0,0.0,1.4,0.3,1.4
592,Keleki Latu   BUF,TE,4,—,—,—,—,—,—,BYE,—,—,—,1.4,0.0,0.0,—,—,—,0.0,0.4,1.4
592,Jared Wiley   KC,TE,3,—,—,—,—,—,—,—,—,—,BYE,—,—,1.4,—,—,0.0,0.0,0.5,1.4
592,Zach Wilson   MIA,QB,3,1.6,—,—,—,—,—,—,0.0,—,—,—,BYE,—,-0.2,—,—,—,0.5,1.4
596,Carter Runyon   LV,TE,10,—,—,—,—,0.0,0.0,1.3,BYE,0.0,—,0.0,0.0,0.0,0.0,—,0.0,0.0,0.1,1.3
597,Reggie Gilliam   BUF,RB,16,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.1,1.2
597,D'Ernest Johnson   NE,RB,5,—,—,—,—,—,—,0.0,—,—,0.1,0.6,—,—,BYE,—,0.0,0.5,0.2,1.2
597,Joshua Dobbs   NE,QB,3,—,—,—,-0.2,—,—,0.3,—,—,—,—,—,—,BYE,—,—,1.1,0.4,1.2
600,Robert Tonyan   KC,TE,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,1.1,0.0,0.0,0.0,0.0,0.0,—,0.1,1.1
600,Jacob Saylors   DET,RB,11,0.0,0.0,0.0,1.1,0.0,—,0.0,BYE,0.0,—,0.0,0.0,—,0.0,—,0.0,—,0.1,1.1
600,Josh Williams   TB,RB,2,—,—,—,—,0.0,—,—,1.1,BYE,—,—,—,—,—,—,—,—,0.6,1.1
603,Khalil Herbert   NYJ,RB,4,—,—,—,—,0.0,—,—,—,BYE,—,—,—,—,0.0,0.5,—,0.5,0.3,1.0
604,Amar Johnson   LAC,RB,1,—,—,—,—,—,—,—,—,—,—,0.8,BYE,—,—,—,—,—,0.8,0.8
605,Kalel Mullings   TEN,RB,5,—,—,—,—,—,—,—,—,—,BYE,—,0.0,0.0,—,0.3,0.0,0.4,0.1,0.7
605,Gardner Minshew II   KC,QB,4,—,—,—,-0.3,—,—,-0.3,—,—,BYE,—,—,—,—,-0.1,1.4,—,0.2,0.7
607,Owen Wright   TB,RB,3,—,—,—,—,—,0.0,—,—,BYE,—,0.0,0.6,—,—,—,—,—,0.2,0.6
607,Myles Gaskin   SEA,RB,1,—,—,—,—,—,—,—,BYE,—,—,—,—,0.6,—,—,—,—,0.6,0.6
609,Craig Reynolds   NE,RB,6,0.0,0.4,—,0.0,0.0,0.0,—,—,—,0.0,—,—,—,BYE,—,—,—,0.1,0.4
609,Feleipe Franks   ATL,QB,11,0.0,—,—,0.0,BYE,0.2,—,0.0,0.0,0.0,0.0,0.2,0.0,0.0,—,0.0,—,0.0,0.4
609,Sione Vaki   DET,RB,7,—,—,0.0,—,—,—,—,BYE,0.0,0.4,—,—,0.0,0.0,0.0,—,0.0,0.1,0.4
612,Patrick Ricard   BAL,RB,11,—,—,—,—,—,0.0,BYE,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
613,Kendall Milton   CIN,RB,1,—,—,—,—,—,—,—,—,—,BYE,0.2,—,—,—,—,—,—,0.2,0.2
614,Tahj Washington   MIA,WR,5,—,—,—,—,0.0,—,—,—,0.1,0.0,0.0,BYE,—,—,—,—,0.0,0.0,0.1
614,Malik Cunningham   DET,QB,1,—,—,—,—,—,—,—,BYE,—,—,—,—,—,0.1,—,—,—,0.1,0.1
614,Drew Lock   SEA,QB,5,—,—,0.5,—,—,—,—,BYE,0.0,-0.4,—,—,0.0,0.0,—,—,—,0.0,0.1
617,Teagan Quitoriano   ATL,TE,14,0.0,0.0,0.0,0.0,BYE,0.0,—,0.0,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,Justin Shorter   LV,WR,5,0.0,—,0.0,0.0,—,0.0,0.0,BYE,—,—,—,—,—,—,—,—,—,0.0,0.0
617,Jakob Johnson   HOU,RB,7,0.0,0.0,0.0,—,—,BYE,—,—,—,—,0.0,0.0,0.0,0.0,—,—,—,0.0,0.0
617,Travis Vokolek   ARI,TE,3,0.0,0.0,—,—,0.0,—,—,BYE,—,—,—,—,—,—,—,—,—,0.0,0.0
617,Jeremiah Webb   NE,WR,1,0.0,—,—,—,—,—,—,—,—,—,—,—,—,BYE,—,—,—,0.0,0.0
617,Jack Westover   NE,TE,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.0
617,Russell Gage Jr.   SF,WR,1,0.0,—,—,—,—,—,—,—,—,—,—,—,—,BYE,—,—,—,0.0,0.0
617,Patrick Murtagh   DEN,TE,1,0.0,—,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,0.0,0.0
617,Jeff Wilson Jr.   MIA,RB,1,0.0,—,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,0.0,0.0
617,DeAndre Carter   CLE,WR,5,0.0,0.0,0.0,0.0,—,—,—,—,BYE,—,—,0.0,—,—,—,—,—,0.0,0.0
617,Brady Russell   SEA,TE,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,—,0.0,0.0
617,Isaac Guerendo   SF,RB,8,0.0,0.0,0.0,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0,BYE,—,—,—,0.0,0.0
617,Jason Brownlee   KC,WR,5,0.0,0.0,0.0,—,0.0,0.0,—,—,—,BYE,—,—,—,—,—,—,—,0.0,0.0
617,Ulysses Bentley IV   IND,RB,1,0.0,—,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,0.0,0.0
617,Ko Kieft   TB,TE,3,0.0,0.0,0.0,—,—,—,—,—,BYE,—,—,—,—,—,—,—,—,0.0,0.0
617,Robbie Ouzts   SEA,TE,11,0.0,0.0,0.0,—,—,—,—,BYE,0.0,0.0,0.0,0.0,0.0,0.0,—,0.0,0.0,0.0,0.0
617,Cameron Latu   PHI,TE,14,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.0,0.0,—,0.0,0.0,0.0
617,Jordan Mims   TEN,RB,1,—,0.0,—,—,—,—,—,—,—,BYE,—,—,—,—,—,—,—,0.0,0.0
617,Brayden Willis   SF,TE,6,—,0.0,0.0,0.0,0.0,0.0,—,—,—,—,—,—,—,BYE,—,—,0.0,0.0,0.0
617,James Winchester   KC,TE,3,—,0.0,0.0,—,—,—,—,—,—,BYE,—,—,—,—,—,0.0,—,0.0,0.0
617,Logan Woodside   ARI,QB,3,—,0.0,0.0,0.0,—,—,—,BYE,—,—,—,—,—,—,—,—,—,0.0,0.0
617,Dominic Lovett   DET,WR,8,—,0.0,0.0,0.0,0.0,0.0,—,BYE,—,0.0,0.0,—,—,0.0,—,—,—,0.0,0.0
617,Treyton Welch   NO,TE,2,—,—,0.0,—,—,—,—,—,—,—,BYE,—,—,—,—,—,0.0,0.0,0.0
617,Xazavian Valladay   MIN,RB,1,—,—,0.0,—,—,BYE,—,—,—,—,—,—,—,—,—,—,—,0.0,0.0
617,Dalevon Campbell   LAC,WR,2,—,—,0.0,0.0,—,—,—,—,—,—,—,BYE,—,—,—,—,—,0.0,0.0
617,Sincere McCormick   DEN,RB,1,—,—,0.0,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,0.0,0.0
617,Simi Fehoko   ARI,WR,7,—,—,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,—,—,—,—,—,—,—,0.0,0.0
